name,breed,image,weratedogs_rating,text,retweet_count,favorite_count,link_to_tweet,timestamp,tweet_id,rating
Halo,Pekinese,https://pbs.twimg.com/media/C0PlCQjXAAA9TIh.jpg,13,This is Halo. She likes watermelon. 13/10 ,1884,8429,https://twitter.com/dog_rates/status/811744202451197953/photo/1,2016-12-22 01:24:33,811744202451197953,13
Augie,Beagle,https://pbs.twimg.com/media/C0N6opSXAAAkCtN.jpg,10,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet ,3650,14265,https://twitter.com/dog_rates/status/811627233043480576/photo/1,2016-12-21 17:39:46,811627233043480576,10
Craig,Pembroke,https://pbs.twimg.com/media/C0Kf9PtWQAEW4sE.jpg,11,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him ,7444,23302,https://twitter.com/dog_rates/status/811386762094317568/photo/1,2016-12-21 01:44:13,811386762094317568,11
Hunter,Flat Coated Retriever,https://pbs.twimg.com/media/C0DhpcrUAAAnx88.jpg,11,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine ",2090,10093,"https://twitter.com/dog_rates/status/810896069567610880/photo/1,https://twitter.com/dog_rates/status/810896069567610880/photo/1,https://twitter.com/dog_rates/status/810896069567610880/photo/1",2016-12-19 17:14:23,810896069567610880,11
Pavlov,Malamute,https://pbs.twimg.com/media/C0AIwgVXAAAc1Ig.jpg,11,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue ,3057,12192,https://twitter.com/dog_rates/status/810657578271330305/photo/1,2016-12-19 01:26:42,810657578271330305,11
Phil,Malamute,https://pbs.twimg.com/media/Cz61ZD4W8AAcJEU.jpg,13,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil ,13369,39640,"https://twitter.com/dog_rates/status/810284430598270976/photo/1,https://twitter.com/dog_rates/status/810284430598270976/photo/1",2016-12-18 00:43:57,810284430598270976,13
Gus,Staffordshire Bullterrier,https://pbs.twimg.com/media/Cz6Z0DgWIAAfdvp.jpg,12,"This is Gus. He likes to be close to you, which is good because you want to be close to Gus. 12/10 would boop then pet ",3901,16380,https://twitter.com/dog_rates/status/810254108431155201/photo/1,2016-12-17 22:43:27,810254108431155201,12
Kyro,Pomeranian,https://pbs.twimg.com/media/CzrtWDbWEAAmIhy.jpg,12,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately ,6554,22246,"https://twitter.com/dog_rates/status/809220051211603969/photo/1,https://twitter.com/dog_rates/status/809220051211603969/photo/1",2016-12-15 02:14:29,809220051211603969,12
Wallace,Vizsla,https://pbs.twimg.com/media/CzpyM41UoAE1b2w.jpg,11,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed ",4046,14685,https://twitter.com/dog_rates/status/809084759137812480/photo/1,2016-12-14 17:16:53,809084759137812480,11
Ito,Rottweiler,https://pbs.twimg.com/media/CzmSFlKUAAAQOjP.jpg,13,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible ,3536,11271,https://twitter.com/dog_rates/status/808838249661788160/photo/1,2016-12-14 00:57:20,808838249661788160,13
Koda,Airedale,https://pbs.twimg.com/media/Czhf4XtVQAAIqpd.jpg,12,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10 ,3007,12595,"https://twitter.com/dog_rates/status/808501579447930884/photo/1,https://twitter.com/dog_rates/status/808501579447930884/photo/1",2016-12-13 02:39:32,808501579447930884,12
Cooper,Labrador Retriever,https://pbs.twimg.com/media/CzaY5UdUoAAC91S.jpg,12,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester ,4098,14015,"https://twitter.com/dog_rates/status/808001312164028416/photo/1,https://twitter.com/dog_rates/status/808001312164028416/photo/1",2016-12-11 17:31:39,808001312164028416,12
Ollie,Golden Retriever,https://pbs.twimg.com/media/CzU_YVGUUAA3Xsd.jpg,14,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie ,4288,16236,"https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1,https://twitter.com/dog_rates/status/807621403335917568/photo/1",2016-12-10 16:22:02,807621403335917568,14
Stephan,Chihuahua,https://pbs.twimg.com/ext_tw_video_thumb/807106774843039744/pu/img/8XZg1xW35Xp2J6JW.jpg,13,This is Stephan. He just wants to help. 13/10 such a good boy ,56625,107015,https://twitter.com/dog_rates/status/807106840509214720/video/1,2016-12-09 06:17:20,807106840509214720,13
Lennon,Golden Retriever,https://pbs.twimg.com/media/CzMTcZoXUAEKqEt.jpg,12,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop ,4418,14514,https://twitter.com/dog_rates/status/807010152071229440/photo/1,2016-12-08 23:53:08,807010152071229440,12
Waffles,Vizsla,https://pbs.twimg.com/media/CzFp3FNW8AAfvV8.jpg,11,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af ,2752,11363,https://twitter.com/dog_rates/status/806542213899489280/photo/1,2016-12-07 16:53:43,806542213899489280,11
Major,Norwegian Elkhound,https://pbs.twimg.com/media/Cy8_qt0UUAAHuuN.jpg,12,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented. 12/10 ,2209,9178,https://twitter.com/dog_rates/status/805932879469572096/photo/1,2016-12-06 00:32:26,805932879469572096,12
Duke,Siberian Husky,https://pbs.twimg.com/ext_tw_video_thumb/805826823359631360/pu/img/yr_fF0TZCR-B70p2.jpg,12,This is Duke. He is not a fan of the pupporazzi. 12/10 ,2132,7335,https://twitter.com/dog_rates/status/805826884734976000/video/1,2016-12-05 17:31:15,805826884734976000,12
Zeke,Malinois,https://pbs.twimg.com/media/Cy3IvdZXgAUoEaj.jpg,13,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke ,1905,6368,"https://twitter.com/dog_rates/status/805520635690676224/photo/1,https://twitter.com/dog_rates/status/805520635690676224/photo/1,https://twitter.com/dog_rates/status/805520635690676224/photo/1,https://twitter.com/dog_rates/status/805520635690676224/photo/1",2016-12-04 21:14:20,805520635690676224,13
Shooter,Pembroke,https://pbs.twimg.com/media/CyysDQlVIAAYgrl.jpg,12,This is Shooter. He's doing quite the snowy zoom. 12/10 ,1972,8680,https://twitter.com/dog_rates/status/805207613751304193/photo/1,2016-12-04 00:30:29,805207613751304193,12
Django,Tibetan Mastiff,https://pbs.twimg.com/media/CysBn-lWIAAoRx1.jpg,12,This is Django. He accidentally opened the front facing camera. Did him quite the frighten. 12/10 ,4480,15326,https://twitter.com/dog_rates/status/804738756058218496/photo/1,2016-12-02 17:27:25,804738756058218496,12
Bo,Not A Dog,https://pbs.twimg.com/media/Cyh5mQTW8AQpB6K.jpg,13,This is Bo. He's going to make me cry. 13/10 please get off the bus for him Carly ,18876,49774,"https://twitter.com/dog_rates/status/804026241225523202/photo/1,https://twitter.com/dog_rates/status/804026241225523202/photo/1,https://twitter.com/dog_rates/status/804026241225523202/photo/1",2016-11-30 18:16:08,804026241225523202,13
Diogi,Miniature Pinscher,https://pbs.twimg.com/media/CyeTku-XcAALkBd.jpg,12,This is Diogi. He fell in the pool as soon as he was brought home. Clumsy puppo. 12/10 would pet until dry ,3220,11203,"https://twitter.com/dog_rates/status/803773340896923648/photo/1,https://twitter.com/dog_rates/status/803773340896923648/photo/1,https://twitter.com/dog_rates/status/803773340896923648/photo/1,https://twitter.com/dog_rates/status/803773340896923648/photo/1",2016-11-30 01:31:12,803773340896923648,12
Winston,Pembroke,https://pbs.twimg.com/media/CyXPzXRWgAAvd1j.jpg,11,This is Winston. His selfie game is legendary. Will steal your girl with a single snap. 11/10 handsome as h*ck ,2887,11207,https://twitter.com/dog_rates/status/803276597545603072/photo/1,2016-11-28 16:37:19,803276597545603072,11
Marley,Chow,https://pbs.twimg.com/media/CySpCSHXcAAN-qC.jpg,12,This is Marley. She's having a ruff day. Pretty pupset. 12/10 would assist ,2336,10085,https://twitter.com/dog_rates/status/802952499103731712/photo/1,2016-11-27 19:09:28,802952499103731712,12
Winnie,Golden Retriever,https://pbs.twimg.com/media/CyNPmJgXcAECPuB.jpg,12,This is Winnie. She's h*ckin ferocious. Dandelion doesn't even see her coming. 12/10 would pet with caution ,2926,9959,https://twitter.com/dog_rates/status/802572683846291456/photo/1,2016-11-26 18:00:13,802572683846291456,12
Severus,Not A Dog,https://pbs.twimg.com/media/CyJtSmDUAAA2F9x.jpg,13,This is Severus. He's here to fix your cable. Looks like he succeeded. Even offered to pupgrade your plan. 13/10 h*ckin helpful ,6808,18124,"https://twitter.com/dog_rates/status/802323869084381190/photo/1,https://twitter.com/dog_rates/status/802323869084381190/photo/1,https://twitter.com/dog_rates/status/802323869084381190/photo/1,https://twitter.com/dog_rates/status/802323869084381190/photo/1",2016-11-26 01:31:31,802323869084381190,13
Loki,Eskimo Dog,https://pbs.twimg.com/media/CyIgaTEVEAA-9zS.jpg,12,This is Loki. He'll do your taxes for you. Can also make room in your budget for all the things you bought today. 12/10 what a puppo ,3040,10132,"https://twitter.com/dog_rates/status/802239329049477120/photo/1,https://twitter.com/dog_rates/status/802239329049477120/photo/1",2016-11-25 19:55:35,802239329049477120,12
Ronnie,Staffordshire Bullterrier,https://pbs.twimg.com/media/CyEg2AXUsAA1Qpf.jpg,12,This is Ronnie. He hopes you're having a great day. Nifty tongue slip. 12/10 would pat head approvingly ,1992,8608,https://twitter.com/dog_rates/status/801958328846974976/photo/1,2016-11-25 01:18:59,801958328846974976,12
Wallace,Pembroke,https://pbs.twimg.com/media/Cx-itFWWIAAZu7l.jpg,12,This is Wallace. He'll be your chau-fur this evening. 12/10 eyes on the road Wallace ,2391,9141,https://twitter.com/dog_rates/status/801538201127157760/photo/1,2016-11-23 21:29:33,801538201127157760,12
Milo,Cocker Spaniel,https://pbs.twimg.com/media/Cx5R8wPVEAALa9r.jpg,13,This is Milo. I would do terrible things for Milo. 13/10 ,6961,27386,https://twitter.com/dog_rates/status/801167903437357056/photo/1,2016-11-22 20:58:07,801167903437357056,13
Bones,Dalmatian,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,12,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine ,2429,8992,"https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1",2016-11-22 17:28:25,801115127852503040,12
Chef,Pembroke,https://pbs.twimg.com/media/Cxv-nkJUoAAhzMt.jpg,11,This is Chef. Chef loves everyone and wants everyone to love each other. 11/10 ,3495,14685,https://twitter.com/dog_rates/status/800513324630806528/photo/1,2016-11-21 01:37:04,800513324630806528,11
Doc,Golden Retriever,https://pbs.twimg.com/media/CxuM3oZW8AEhO5z.jpg,12,This is Doc. He takes time out of every day to worship our plant overlords. 12/10 quite the floofer ,3265,12456,"https://twitter.com/dog_rates/status/800388270626521089/photo/1,https://twitter.com/dog_rates/status/800388270626521089/photo/1,https://twitter.com/dog_rates/status/800388270626521089/photo/1",2016-11-20 17:20:08,800388270626521089,12
Peaches,Golden Retriever,https://pbs.twimg.com/media/CxqsX-8XUAAEvjD.jpg,13,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 ,2980,17092,"https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1,https://twitter.com/dog_rates/status/800141422401830912/photo/1",2016-11-20 00:59:15,800141422401830912,13
Sobe,Border Collie,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,13,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back ,2506,9390,"https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1",2016-11-18 23:35:32,799757965289017345,13
Longfellow,Miniature Pinscher,https://pbs.twimg.com/media/Cxge6AdUQAAvXLB.jpg,12,This is Longfellow (prolly sophisticated). He's a North Appalachian Oatzenjammer. Concerned about wrinkled feets. 12/10 would hug softly ,2213,8965,https://twitter.com/dog_rates/status/799422933579902976/photo/1,2016-11-18 01:24:14,799422933579902976,12
Jeffrey,Malamute,https://pbs.twimg.com/media/CxeseRgUoAM_SQK.jpg,11,This is Jeffrey. He's quite the jokester. Takes it too far sometimes. Still 11/10 would pet ,3227,11065,"https://twitter.com/dog_rates/status/799297110730567681/photo/1,https://twitter.com/dog_rates/status/799297110730567681/photo/1",2016-11-17 17:04:16,799297110730567681,11
Mister,Norfolk Terrier,https://pbs.twimg.com/media/CxbX_n2WIAAHaLS.jpg,11,This is Mister. He only wears the most fashionable af headwear. 11/10 h*ckin stylish ,2863,9058,"https://twitter.com/dog_rates/status/799063482566066176/photo/1,https://twitter.com/dog_rates/status/799063482566066176/photo/1,https://twitter.com/dog_rates/status/799063482566066176/photo/1,https://twitter.com/dog_rates/status/799063482566066176/photo/1",2016-11-17 01:35:54,799063482566066176,11
Iroh,Siberian Husky,https://pbs.twimg.com/media/CxZiLcLXUAApMVy.jpg,12,This is Iroh. He's in a predicament. 12/10 someone help him ,5203,14712,"https://twitter.com/dog_rates/status/798933969379225600/photo/1,https://twitter.com/dog_rates/status/798933969379225600/photo/1",2016-11-16 17:01:16,798933969379225600,12
Shadow,West Highland White Terrier,https://pbs.twimg.com/media/CxZaqh_WQAA7lY3.jpg,11,This is Shadow. He's a firm believer that they're all good dogs. H*ckin passionate about it too. 11/10 I stand with Shadow ,1663,8246,https://twitter.com/dog_rates/status/798925684722855936/photo/1,2016-11-16 16:28:21,798925684722855936,11
Cooper,Pekinese,https://pbs.twimg.com/media/CxPPnCYWIAAo_ao.jpg,13,This is Cooper. His bow tie was too heavy for the front so he moved it to the side. Balanced af now. 13/10 ,2954,11548,https://twitter.com/dog_rates/status/798209839306514432/photo/1,2016-11-14 17:03:50,798209839306514432,13
Cassie,Pembroke,https://pbs.twimg.com/media/CxFzFAAUAAA5C9z.jpg,12,This is Cassie. She steals things. Guilt increases slightly each time. 12/10 would forgive almost immediately ,5656,16198,"https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1,https://twitter.com/dog_rates/status/797545162159308800/photo/1",2016-11-12 21:02:38,797545162159308800,12
Pancake,Collie,https://pbs.twimg.com/media/CxBafisWQAAtJ1X.jpg,12,This is Pancake. She loves Batman and winks like a h*ckin champ. 12/10 real crowd pleaser ,7726,22328,"https://twitter.com/dog_rates/status/797236660651966464/photo/1,https://twitter.com/dog_rates/status/797236660651966464/photo/1",2016-11-12 00:36:46,797236660651966464,12
Tyr,Cardigan,https://pbs.twimg.com/media/Cw8JWZ2UsAAJOZ6.jpg,12,This is Tyr. He's just checking on you. Nifty af tongue slip. 12/10 would absolutely pet ,2198,8564,https://twitter.com/dog_rates/status/796865951799083009/photo/1,2016-11-11 00:03:42,796865951799083009,12
Snicku,Pekinese,https://pbs.twimg.com/media/Cw1WKu1UQAAvWsu.jpg,12,This is Snicku. He's having trouble reading because he's a dog. Glasses only helped a little. Nap preferred. 12/10 would snug well ,4861,12334,"https://twitter.com/dog_rates/status/796387464403357696/photo/1,https://twitter.com/dog_rates/status/796387464403357696/photo/1",2016-11-09 16:22:22,796387464403357696,12
Ruby,Golden Retriever,https://pbs.twimg.com/media/Cwx99rpW8AMk_Ie.jpg,11,This is Ruby. She just turned on the news. Officially terrified. 11/10 deep breaths Ruby ,16628,36177,"https://twitter.com/dog_rates/status/796149749086875649/photo/1,https://twitter.com/dog_rates/status/796149749086875649/photo/1",2016-11-09 00:37:46,796149749086875649,11
Yogi,Chow,https://pbs.twimg.com/media/Cww-msrXcAAxm3K.jpg,12,This is Yogi. He's 98% floof. Snuggable af. 12/10 ,2703,9469,https://twitter.com/dog_rates/status/796080075804475393/photo/1,2016-11-08 20:00:55,796080075804475393,12
Daisy,Golden Retriever,https://pbs.twimg.com/media/CwwSaWJWIAASuoY.jpg,13,This is Daisy. She's here to make your day better. 13/10 mission h*ckin successful ,4284,12071,https://twitter.com/dog_rates/status/796031486298386433/photo/1,2016-11-08 16:47:50,796031486298386433,13
Brody,Golden Retriever,https://pbs.twimg.com/media/CwnUUGTWIAE8sFR.jpg,12,This is Brody. He's trying to make the same face as the football. 12/10 ,3323,11270,"https://twitter.com/dog_rates/status/795400264262053889/photo/1,https://twitter.com/dog_rates/status/795400264262053889/photo/1,https://twitter.com/dog_rates/status/795400264262053889/photo/1,https://twitter.com/dog_rates/status/795400264262053889/photo/1",2016-11-06 22:59:35,795400264262053889,12
Bailey,Not A Dog,https://pbs.twimg.com/media/CwiuEJmW8AAZnit.jpg,11,This is Bailey. She loves going down slides but is very bad at it. Still 11/10 ,6288,18139,"https://twitter.com/dog_rates/status/795076730285391872/photo/1,https://twitter.com/dog_rates/status/795076730285391872/photo/1,https://twitter.com/dog_rates/status/795076730285391872/photo/1",2016-11-06 01:33:58,795076730285391872,11
Mack,Toy Poodle,https://pbs.twimg.com/media/CwglhZVXgAAc3_w.jpg,12,This is Mack. He's rather h*ckin sleepy. Exceptional ears. 12/10 would boop ,2697,11492,https://twitter.com/dog_rates/status/794926597468000259/photo/1,2016-11-05 15:37:24,794926597468000259,12
Nimbus,Samoyed,https://pbs.twimg.com/media/CwYJBiHXgAQlvrh.jpg,12,This is Nimbus (like the cloud). He just bought this fancy af duck raincoat. Only protects one ear tho. 12/10 so h*ckin floofy ,3088,10686,https://twitter.com/dog_rates/status/794332329137291264/photo/1,2016-11-04 00:15:59,794332329137291264,12
Laika,Not A Dog,https://pbs.twimg.com/media/CwWVe_3WEAAHAvx.jpg,14,This is Laika. She was a space pupper. The first space pupper actually. Orbited earth like a h*ckin boss. 14/10 hero af ,3895,10314,"https://twitter.com/dog_rates/status/794205286408003585/photo/1,https://twitter.com/dog_rates/status/794205286408003585/photo/1,https://twitter.com/dog_rates/status/794205286408003585/photo/1",2016-11-03 15:51:10,794205286408003585,14
Maximus,Labrador Retriever,https://pbs.twimg.com/media/CwS4aqZXUAAe3IO.jpg,12,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly ,5711,18910,"https://twitter.com/dog_rates/status/793962221541933056/photo/1,https://twitter.com/dog_rates/status/793962221541933056/photo/1",2016-11-02 23:45:19,793962221541933056,12
Clark,Old English Sheepdog,https://pbs.twimg.com/media/CwRN8H6WgAASe4X.jpg,13,This is Clark. He was just caught wearing pants. 13/10 game-changing af ,2187,10295,https://twitter.com/dog_rates/status/793845145112371200/photo/1,2016-11-02 16:00:06,793845145112371200,13
Dobby,Miniature Pinscher,https://pbs.twimg.com/media/CwNwmxvXEAEJ54Z.jpg,12,This is Dobby. I can't stop looking at her feet. 12/10 would absolutely snug ,1908,8926,https://twitter.com/dog_rates/status/793601777308463104/photo/1,2016-11-01 23:53:02,793601777308463104,12
Fiona,Golden Retriever,https://pbs.twimg.com/media/CwMU34YWIAAz1nU.jpg,12,This is Fiona. She's an extremely mediocre copilot. Very distracting. Wink makes up for all the missed turns. 12/10 ,2786,11953,"https://twitter.com/dog_rates/status/793500921481273345/photo/1,https://twitter.com/dog_rates/status/793500921481273345/photo/1",2016-11-01 17:12:16,793500921481273345,12
Moreton,Afghan Hound,https://pbs.twimg.com/media/CwJR1okWIAA6XMp.jpg,13,This is Moreton. He's the Good Boy Who Lived. 13/10 magical as h*ck ,10723,27597,"https://twitter.com/dog_rates/status/793286476301799424/photo/1,https://twitter.com/dog_rates/status/793286476301799424/photo/1",2016-11-01 03:00:09,793286476301799424,13
Tucker,Golden Retriever,https://pbs.twimg.com/media/CwIougTWcAAMLyq.jpg,13,This is Tucker. He's out here bustin h*ckin ghosts. 13/10 dedicated af ,3812,11780,https://twitter.com/dog_rates/status/793241302385262592/photo/1,2016-11-01 00:00:38,793241302385262592,13
Juno,Wire Haired Fox Terrier,https://pbs.twimg.com/media/CwIa5CjW8AErZgL.jpg,11,"This is Juno. She spooked me up real good, but only to get my attention. Above average handwriting for a dog I think. 11/10 ",3338,11001,"https://twitter.com/dog_rates/status/793226087023144960/photo/1,https://twitter.com/dog_rates/status/793226087023144960/photo/1,https://twitter.com/dog_rates/status/793226087023144960/photo/1",2016-10-31 23:00:11,793226087023144960,11
Maude,French Bulldog,https://pbs.twimg.com/media/CwINKJeW8AYHVkn.jpg,10,This is Maude. She's the h*ckin happiest wasp you've ever seen. 10/10 would pet with caution ,3301,9997,https://twitter.com/dog_rates/status/793210959003287553/photo/1,2016-10-31 22:00:04,793210959003287553,10
Newt,Lakeland Terrier,https://pbs.twimg.com/media/CwHxsdYVMAAqGCJ.jpg,11,This is Newt. He's a strawberry. 11/10 ,2310,7740,https://twitter.com/dog_rates/status/793180763617361921/photo/1,2016-10-31 20:00:05,793180763617361921,11
Benji,Golden Retriever,https://pbs.twimg.com/media/CwHj-jGWAAAnsny.jpg,12,This is Benji. He's Air Bud. It's a low effort costume but he pulls it off rather h*ckin well. 12/10 would happily get dunked on ,3238,10478,https://twitter.com/dog_rates/status/793165685325201412/photo/1,2016-10-31 19:00:10,793165685325201412,12
Nida,Italian Greyhound,https://pbs.twimg.com/media/CwHWOZ7W8AAHv8S.jpg,11,This is Nida. She's a free elf. Waited so long for this day. 11/10 ,1984,6909,https://twitter.com/dog_rates/status/793150605191548928/photo/1,2016-10-31 18:00:14,793150605191548928,11
Robin,Labrador Retriever,https://pbs.twimg.com/media/CwG6zDfWcAA8jBD.jpg,11,"This is Robin. She's desperately trying to do me a frighten, but her tongue drastically decreases her spook value. Still 11/10 great effort ",4551,14202,https://twitter.com/dog_rates/status/793120401413079041/photo/1,2016-10-31 16:00:13,793120401413079041,11
Bailey,Standard Poodle,https://pbs.twimg.com/media/CwDjoH3WAAIniIs.jpg,12,This is Bailey. She's rather h*ckin hype for Halloween tomorrow. Carved those pupkins herself. 12/10 ,4964,12666,"https://twitter.com/dog_rates/status/792883833364439040/photo/1,https://twitter.com/dog_rates/status/792883833364439040/photo/1,https://twitter.com/dog_rates/status/792883833364439040/photo/1,https://twitter.com/dog_rates/status/792883833364439040/photo/1",2016-10-31 00:20:11,792883833364439040,12
Monster,Yorkshire Terrier,https://pbs.twimg.com/media/CwB_i-zXEAEiP29.jpg,12,This is Monster. Not an actual monster tho. He's showing you his tongue. Very impressive Monster. 12/10 would snug ,1963,8209,https://twitter.com/dog_rates/status/792773781206999040/photo/1,2016-10-30 17:02:53,792773781206999040,12
Remus,Komondor,https://pbs.twimg.com/media/Cv3tU38WcAASFas.jpg,11,This is Remus. He's a mop that came to life. Can't see anything. Constantly trips over himself. Still a very good dog. 11/10 ,2088,8029,"https://twitter.com/dog_rates/status/792050063153438720/photo/1,https://twitter.com/dog_rates/status/792050063153438720/photo/1",2016-10-28 17:07:05,792050063153438720,11
Mabel,Miniature Pinscher,https://pbs.twimg.com/media/CvtONV4WAAAQ3Rn.jpg,12,This is Mabel. She's super h*ckin smol. Portable af. Comes with the smol shoe. 12/10 would keep in frocket ,2963,9841,"https://twitter.com/dog_rates/status/791312159183634433/photo/1,https://twitter.com/dog_rates/status/791312159183634433/photo/1,https://twitter.com/dog_rates/status/791312159183634433/photo/1,https://twitter.com/dog_rates/status/791312159183634433/photo/1",2016-10-26 16:14:55,791312159183634433,12
Misty,Cocker Spaniel,https://pbs.twimg.com/media/Cvom3ZJXEAE29TD.jpg,12,This is Misty. She has a cowboy hat on her nose. 12/10 ,2483,11089,https://twitter.com/dog_rates/status/790987426131050500/photo/1,2016-10-25 18:44:32,790987426131050500,12
Betty,Golden Retriever,https://pbs.twimg.com/media/CvoBPWRWgAA4het.jpg,12,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af ,5496,18601,https://twitter.com/dog_rates/status/790946055508652032/photo/1,2016-10-25 16:00:09,790946055508652032,12
Mosby,Bernese Mountain Dog,https://pbs.twimg.com/media/CvkgUjbUsAEvo7l.jpg,12,This is Mosby. He appears to be rather h*ckin snuggable af. 12/10 keep it up Mosby ,2203,9158,https://twitter.com/dog_rates/status/790698755171364864/photo/1,2016-10-24 23:37:28,790698755171364864,12
Duke,Malinois,https://pbs.twimg.com/media/Cvi2FiKWgAAif1u.jpg,11,This is Duke. He sneaks into the fridge sometimes. It's his safe place. 11/10 would give little jacket if necessary ,8183,22473,"https://twitter.com/dog_rates/status/790581949425475584/photo/1,https://twitter.com/dog_rates/status/790581949425475584/photo/1",2016-10-24 15:53:19,790581949425475584,11
Bruce,Labrador Retriever,https://pbs.twimg.com/media/Cveg1-NXgAASaaT.jpg,11,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce ,3732,14081,https://twitter.com/dog_rates/status/790277117346975746/photo/1,2016-10-23 19:42:02,790277117346975746,11
Happy,Golden Retriever,https://pbs.twimg.com/media/CvaYgDOWgAEfjls.jpg,12,This is Happy. He's a bathtub reviewer. Seems to be pleased with this one. 12/10 ,2704,10369,https://twitter.com/dog_rates/status/789986466051088384/photo/1,2016-10-23 00:27:05,789986466051088384,12
Eli,Chow,https://pbs.twimg.com/media/CvVTEnPXYAAWLyL.jpg,13,This is Eli. He can fly. 13/10 magical af ,2080,8448,https://twitter.com/dog_rates/status/789628658055020548/photo/1,2016-10-22 00:45:17,789628658055020548,13
Brownie,Chesapeake Bay Retriever,https://pbs.twimg.com/media/CvU4UZpXgAE1pAV.jpg,12,This is Brownie. She's wearing a Halloween themed onesie. 12/10 festive af ,2279,7620,"https://twitter.com/dog_rates/status/789599242079838210/photo/1,https://twitter.com/dog_rates/status/789599242079838210/photo/1",2016-10-21 22:48:24,789599242079838210,12
Rizzy,Schipperke,https://pbs.twimg.com/media/CvT6IV6WEAQhhV5.jpg,12,This is Rizzy. She smiles a lot. 12/10 contagious af ,3942,13188,"https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1,https://twitter.com/dog_rates/status/789530877013393408/photo/1",2016-10-21 18:16:44,789530877013393408,12
Stella,Malamute,https://pbs.twimg.com/media/CvQLdotWcAAZn86.jpg,10,This is Stella. She's happier than I will ever be. 10/10 would trade lives with ,3014,10196,https://twitter.com/dog_rates/status/789268448748703744/photo/1,2016-10-21 00:53:56,789268448748703744,10
Bo,Chihuahua,https://pbs.twimg.com/media/CvOUw8vWYAAzJDq.jpg,12,This is Bo. He's a West Congolese Bugaboop Snuggle. Rather exotic. Master of the head tilt. 12/10 would pay to pet ,3244,10875,"https://twitter.com/dog_rates/status/789137962068021249/photo/1,https://twitter.com/dog_rates/status/789137962068021249/photo/1,https://twitter.com/dog_rates/status/789137962068021249/photo/1",2016-10-20 16:15:26,789137962068021249,12
Lucy,Golden Retriever,https://pbs.twimg.com/media/CvLD-mbWYAAFI8w.jpg,11,"This is Lucy. She destroyed not one, but two remotes trying to turn off the debate. 11/10 relatable af ",14409,30653,https://twitter.com/dog_rates/status/788908386943430656/photo/1,2016-10-20 01:03:11,788908386943430656,11
Butter,Cocker Spaniel,https://pbs.twimg.com/media/CvJCabcWgAIoUxW.jpg,12,This is Butter. She can have whatever she wants forever. 12/10 would hug softly ,12014,30658,https://twitter.com/dog_rates/status/788765914992902144/photo/1,2016-10-19 15:37:03,788765914992902144,12
